Project_ID,Length_km,Voltage_kV,Terrain,Estimated_Cost,Actual_Cost,Planned_Duration,Actual_Duration,Weather_Risk,Contractor_Experience,Material_Cost_Index,Labor_Availability
P03947,121,765,Hilly,181645200.0,242789810.13,28,37,Low,3,1.39,65
P03948,233,220,Forest,126157850.0,168059534.36,21,27,High,11,1.19,81
P03949,66,765,Plain,64152000.0,92240292.99,14,20,High,11,1.08,89
P03950,342,220,Plain,173565000.0,195788527.61,26,29,High,12,1.45,66
P03951,160,765,Forest,243360000.0,384653796.45,14,22,High,17,1.3,61
P03952,113,132,Desert,37041400.0,45564442.58,22,27,Medium,8,1.49,73
P03953,179,400,Desert,173665800.0,197127031.79,10,11,Medium,13,1.47,80
P03954,274,400,Plain,185772000.0,248522089.91,21,28,Medium,6,1.13,81
P03955,91,220,Desert,50100050.0,59813760.26,18,21,Low,12,1.43,80
P03956,127,132,Plain,36576000.0,47868597.75,10,13,High,13,1.44,79
P03957,76,132,Desert,18726400.0,22623493.4,11,13,High,11,1.12,81
P03958,238,765,Desert,240332400.0,348898194.9,28,40,Low,6,1.02,57
P03959,239,220,Desert,127900850.0,170173790.01,22,29,High,12,1.39,94
P03960,261,132,Hilly,91454400.0,120012927.52,19,24,Medium,5,1.46,63
P03961,223,220,Desert,103026000.0,142517068.29,12,16,Medium,4,1.2,79
P03962,32,765,Hilly,43200000.0,72236727.15,18,30,High,7,1.25,61
P03963,65,765,Plain,66690000.0,68426109.63,8,8,High,10,1.14,90
P03964,213,400,Plain,140580000.0,151430229.7,18,19,Low,12,1.1,55
P03965,245,765,Hilly,283122000.0,420597647.07,15,22,High,15,1.07,86
P03966,143,220,Hilly,79279200.0,107301412.46,18,24,Medium,16,1.32,86
P03967,194,132,Desert,45667600.0,53419444.74,9,10,Low,3,1.07,65
P03968,131,132,Hilly,46531200.0,69219099.85,11,16,Medium,4,1.48,63
P03969,69,132,Desert,15939000.0,23418891.48,23,33,High,14,1.05,67
P03970,168,132,Forest,50232000.0,54362697.59,19,20,Low,13,1.15,62
P03971,349,132,Hilly,95486400.0,132821581.24,19,26,Low,3,1.14,85
P03972,89,220,Desert,39062100.0,38183331.73,9,8,Low,8,1.14,56
P03973,65,765,Hilly,81432000.0,132966768.18,10,16,High,10,1.16,67
P03974,56,220,Forest,34143200.0,49473631.96,13,18,Medium,7,1.34,86
P03975,65,765,Hilly,85644000.0,112442248.69,17,22,High,16,1.22,92
P03976,195,765,Forest,292032000.0,454371491.78,30,46,High,17,1.28,60
P03977,140,765,Plain,187740000.0,244818223.71,12,15,Low,16,1.49,66
P03978,42,132,Hilly,14817600.0,25949174.24,21,36,High,4,1.47,93
P03979,40,400,Forest,41808000.0,50388648.94,17,20,Low,10,1.34,72
P03980,238,132,Hilly,59976000.0,104970557.65,11,19,High,3,1.05,80
P03981,126,220,Hilly,64562400.0,85739762.32,12,15,High,18,1.22,90
P03982,39,400,Plain,28782000.0,35563989.11,14,17,Medium,5,1.23,85
P03983,194,220,Plain,96418000.0,129575089.71,13,17,Medium,13,1.42,66
P03984,221,400,Desert,163363200.0,200344240.22,25,30,Medium,6,1.12,95
P03985,39,132,Plain,8736000.0,11234636.81,9,11,High,7,1.12,75
P03986,341,765,Hilly,419839200.0,471029885.25,16,17,Low,12,1.14,67
P03987,123,765,Plain,160515000.0,179501485.95,11,12,Medium,9,1.45,94
P03988,217,132,Hilly,76036800.0,92860600.11,8,9,Low,7,1.46,84
P03989,143,400,Desert,111368400.0,142480191.85,12,15,Medium,8,1.18,66
P03990,185,132,Forest,68302000.0,86930296.39,14,17,Low,14,1.42,61
P03991,337,132,Hilly,88968000.0,93873494.26,11,11,Low,8,1.1,78
P03992,87,132,Forest,32799000.0,50546578.11,25,38,High,10,1.45,62
P03993,340,220,Forest,218127000.0,287967493.58,18,23,Medium,5,1.41,91
P03994,219,132,Desert,54443400.0,56116868.28,22,22,Low,7,1.13,63
P03995,127,765,Desert,137045700.0,186047937.28,20,27,High,3,1.09,64
P03996,61,220,Plain,30317000.0,42345731.15,9,12,Low,4,1.42,64
P03997,165,220,Hilly,98406000.0,154630136.58,21,32,High,17,1.42,72
P03998,233,132,Desert,65100200.0,78246176.5,20,24,Low,6,1.27,74
P03999,327,132,Forest,90121200.0,119961435.03,19,25,Low,7,1.06,64
P04000,286,132,Hilly,98155200.0,146281715.82,27,40,Medium,11,1.43,62
P04001,328,220,Plain,126280000.0,108497237.79,16,13,Low,18,1.1,95
P04002,255,220,Desert,112901250.0,131942587.7,15,17,Low,17,1.15,81
P04003,221,765,Desert,304118100.0,362664877.9,9,10,High,18,1.39,92
P04004,294,400,Hilly,296352000.0,343615144.66,9,10,Low,10,1.4,94
P04005,199,132,Plain,42188000.0,36934476.76,9,7,Low,18,1.06,75
P04006,289,400,Hilly,295473600.0,453389874.7,14,21,Medium,5,1.42,68
P04007,110,765,Forest,164736000.0,250368654.15,16,24,Low,6,1.28,90
P04008,36,765,Forest,42120000.0,50810369.39,9,10,Medium,14,1.0,81
P04009,146,400,Desert,131049600.0,168562768.96,8,10,Medium,13,1.36,59
P04010,153,400,Plain,137700000.0,156755822.69,8,9,Medium,16,1.5,70
P04011,62,765,Hilly,83030400.0,109601809.92,10,13,High,15,1.24,81
P04012,239,132,Hilly,59080800.0,79092590.64,26,34,High,13,1.03,56
P04013,153,400,Forest,163495800.0,289896142.32,23,40,High,5,1.37,55
P04014,203,220,Forest,95135950.0,121400570.81,8,10,Medium,11,1.03,88
P04015,307,400,Hilly,285141600.0,426867586.27,25,37,High,11,1.29,90
P04016,332,765,Hilly,473299200.0,693892869.03,23,33,Low,7,1.32,60
P04017,238,132,Plain,59500000.0,81370057.62,19,25,High,10,1.25,82
P04018,34,400,Plain,20808000.0,19961923.09,17,16,Low,7,1.02,55
P04019,107,400,Desert,103105200.0,123503111.8,30,35,Medium,9,1.46,60
P04020,120,765,Hilly,184032000.0,213715423.69,11,12,Low,4,1.42,74
P04021,268,132,Desert,64856000.0,89346329.84,26,35,High,3,1.1,71
P04022,321,132,Hilly,93988800.0,151856466.09,10,16,Low,4,1.22,63
P04023,42,132,Desert,12012000.0,14487861.16,17,20,Medium,17,1.3,62
P04024,297,400,Plain,261954000.0,300444884.01,8,9,Medium,6,1.47,85
P04025,117,400,Desert,91119600.0,101030149.76,24,26,High,15,1.18,92
P04026,30,220,Hilly,15372000.0,17796134.64,8,9,Medium,13,1.22,70
P04027,341,220,Forest,167567400.0,237647582.95,15,21,Medium,15,1.08,62
P04028,147,220,Plain,74088000.0,73448421.74,30,29,Low,10,1.44,78
P04029,311,765,Desert,424888200.0,470414799.9,12,13,High,12,1.38,72
P04030,204,400,Hilly,157161600.0,167269586.93,20,21,Medium,8,1.07,83
P04031,131,220,Hilly,56120400.0,77236764.1,27,37,Low,12,1.02,79
P04032,178,220,Desert,69900600.0,94708954.45,15,20,High,7,1.02,88
P04033,344,220,Desert,153630400.0,219331407.91,29,41,High,10,1.16,85
P04034,138,220,Desert,76507200.0,82076924.73,21,22,Medium,16,1.44,65
P04035,193,220,Desert,89166000.0,120509285.0,27,36,High,12,1.2,82
P04036,322,220,Forest,194858300.0,224544178.69,10,11,Medium,18,1.33,72
P04037,287,220,Desert,155797950.0,230632177.95,9,13,High,4,1.41,71
P04038,162,765,Forest,267251400.0,378091720.95,10,14,Low,15,1.41,55
P04039,303,400,Plain,249066000.0,327653977.14,11,14,Medium,18,1.37,60
P04040,266,400,Hilly,199180800.0,241920346.31,25,30,Low,3,1.04,93
P04041,53,400,Forest,59529600.0,88014439.04,12,17,High,15,1.44,75
P04042,116,400,Forest,106766400.0,138122229.38,28,36,Medium,15,1.18,81
P04043,262,132,Hilly,69796800.0,118178997.74,12,20,High,8,1.11,58
P04044,310,220,Hilly,182280000.0,236938679.47,15,19,Medium,8,1.4,61
P04045,205,765,Hilly,270108000.0,358878948.51,16,21,Low,17,1.22,88
P04046,288,132,Hilly,79488000.0,101898906.94,11,14,Medium,18,1.15,80
P04047,227,220,Plain,96134500.0,112575316.75,28,32,Low,16,1.21,71
P04048,328,220,Forest,164164000.0,164007083.28,15,14,Low,8,1.1,73
P04049,169,220,Hilly,86595600.0,108553984.81,20,25,Low,3,1.22,93
P04050,192,400,Forest,169228800.0,212511356.48,29,36,High,11,1.13,69
P04051,273,220,Plain,132814500.0,192319033.3,11,15,High,14,1.39,65
P04052,180,220,Plain,90720000.0,155821005.05,26,44,High,4,1.44,65
P04053,301,765,Plain,335916000.0,448479058.36,12,16,High,18,1.24,93
P04054,226,220,Plain,113113000.0,117861833.94,27,28,Low,12,1.43,74
P04055,118,132,Desert,36603600.0,42740078.23,12,14,Low,15,1.41,91
P04056,239,132,Forest,70218200.0,108779027.43,26,40,Medium,16,1.13,62
P04057,319,765,Desert,454766400.0,615728964.95,21,28,Medium,6,1.44,63
P04058,329,220,Forest,184124850.0,245878839.12,19,25,High,17,1.23,65
P04059,341,400,Hilly,326541600.0,520127091.8,20,31,High,7,1.33,86
P04060,242,220,Desert,117394200.0,149899364.18,22,28,High,8,1.26,79
P04061,241,132,Forest,71432400.0,87067587.91,20,24,Medium,7,1.14,80
P04062,89,220,Plain,45167500.0,52799763.07,9,10,Low,10,1.45,90
P04063,253,132,Hilly,67399200.0,78295829.77,10,11,Low,15,1.11,84
P04064,128,765,Forest,157248000.0,192397138.61,29,35,Low,15,1.05,60
P04065,337,400,Plain,256794000.0,287016808.96,21,23,Medium,10,1.27,58
P04066,108,132,Desert,23997600.0,27827358.94,27,31,Low,3,1.01,92
P04067,136,132,Plain,39440000.0,54422404.41,24,33,High,14,1.45,55
P04068,338,132,Hilly,113568000.0,173704619.42,9,13,High,9,1.4,67
P04069,135,400,Plain,94770000.0,135184252.32,8,11,High,5,1.17,78
P04070,271,765,Desert,383654700.0,499238870.13,9,11,Medium,4,1.43,55
P04071,230,400,Plain,189060000.0,313975293.23,11,18,High,3,1.37,69
P04072,207,220,Plain,107226000.0,173551872.11,11,17,Medium,4,1.48,62
P04073,158,220,Hilly,74986800.0,100921604.62,27,36,High,14,1.13,73
P04074,268,400,Desert,180417600.0,239413082.82,18,23,High,3,1.02,90
P04075,76,132,Plain,19760000.0,25945028.11,12,15,Medium,10,1.3,94
P04076,328,220,Desert,174266400.0,255884260.42,9,13,Medium,3,1.38,73
P04077,155,400,Hilly,165168000.0,293667430.93,13,23,High,3,1.48,63
P04078,308,765,Plain,282744000.0,320352679.4,30,33,Low,13,1.02,65
P04079,273,132,Plain,69342000.0,79396612.51,12,13,Medium,18,1.27,78
P04080,305,132,Forest,102297000.0,183993903.38,22,39,High,5,1.29,71
P04081,322,765,Forest,508599000.0,760479528.18,13,19,Medium,18,1.35,56
P04082,91,220,Desert,44844800.0,42032927.44,29,27,Low,15,1.28,95
P04083,140,220,Hilly,79968000.0,107155613.98,10,13,Low,17,1.36,70
P04084,200,765,Desert,275220000.0,358965577.07,11,14,Medium,5,1.39,69
P04085,259,765,Plain,244755000.0,313054873.39,16,20,Medium,5,1.05,76
P04086,322,765,Forest,440785800.0,519874051.24,15,17,Medium,15,1.17,73
P04087,132,400,Desert,87991200.0,108472167.85,26,32,High,15,1.01,92
P04088,139,400,Forest,114925200.0,136949753.48,24,28,Low,16,1.06,65
P04089,214,765,Desert,266943600.0,275630666.11,10,10,Medium,16,1.26,83
P04090,147,220,Plain,71515500.0,88562346.25,18,22,High,10,1.39,72
P04091,237,132,Plain,59724000.0,65067748.07,19,20,Medium,14,1.26,89
P04092,91,765,Desert,103603500.0,124887734.49,26,31,Medium,18,1.15,60
P04093,261,220,Hilly,120582000.0,160250897.86,14,18,High,3,1.1,84
P04094,166,220,Desert,82443900.0,98585861.51,16,19,Low,9,1.29,56
P04095,217,400,Hilly,223423200.0,360061374.77,25,40,High,11,1.43,81
P04096,228,400,Desert,204652800.0,200104354.8,13,12,Low,3,1.36,73
P04097,116,220,Forest,74947600.0,96500793.63,10,12,Medium,13,1.42,92
P04098,342,765,Forest,452158200.0,820612573.04,16,29,High,3,1.13,57
P04099,263,220,Desert,121506000.0,174488678.79,19,27,Medium,6,1.2,95
P04100,137,400,Hilly,128232000.0,154630210.9,27,32,Medium,11,1.3,68
P04101,260,220,Hilly,146328000.0,157399805.02,29,31,Low,16,1.34,90
P04102,310,220,Desert,139639500.0,135627970.88,18,17,Low,13,1.17,63
P04103,85,765,Hilly,128520000.0,182014826.02,24,33,Medium,17,1.4,92
P04104,204,132,Desert,66871200.0,86505322.15,12,15,Medium,8,1.49,63
P04105,322,400,Plain,247296000.0,217177042.26,24,21,Low,14,1.28,83
P04106,155,132,Hilly,38316000.0,49657145.72,18,23,Medium,5,1.03,66
P04107,225,765,Plain,299700000.0,281020953.03,12,11,Low,18,1.48,65
P04108,325,400,Plain,288600000.0,407872696.93,18,25,Low,4,1.48,60
P04109,280,400,Hilly,264096000.0,426401578.67,14,22,Medium,8,1.31,58
P04110,159,400,Desert,136422000.0,157276044.97,14,16,Medium,9,1.3,79
P04111,48,400,Plain,36576000.0,39143391.96,22,23,Low,16,1.27,61
P04112,76,220,Forest,48757800.0,60832964.53,25,31,Medium,16,1.41,69
P04113,243,400,Forest,212284800.0,279989369.13,9,11,Medium,3,1.12,81
P04114,101,765,Forest,158347800.0,280704559.99,18,31,High,4,1.34,78
P04115,44,132,Plain,12760000.0,13899148.92,8,8,Low,14,1.45,91
P04116,321,132,Hilly,98611200.0,118105910.67,29,34,Low,16,1.28,65
P04117,67,132,Forest,21949200.0,29819367.59,14,19,Low,11,1.26,76
P04118,346,132,Desert,100478400.0,129791978.34,17,21,Medium,10,1.32,61
P04119,258,132,Forest,87204000.0,140406711.08,23,37,High,15,1.3,91
P04120,180,765,Desert,222750000.0,259682418.29,9,10,High,3,1.25,88
P04121,140,132,Hilly,37632000.0,52857213.92,24,33,High,15,1.12,81
P04122,140,765,Hilly,204120000.0,233607668.81,27,30,Low,15,1.35,83
P04123,153,400,Forest,120533400.0,179144668.09,9,13,High,7,1.01,68
P04124,138,220,Hilly,85201200.0,106503275.94,8,10,Medium,4,1.47,79
P04125,334,765,Plain,405810000.0,547396658.75,17,22,High,11,1.35,64
P04126,113,132,Forest,33787000.0,43353542.69,22,28,Low,6,1.15,55
P04127,155,132,Forest,58435000.0,67282128.52,17,19,Low,18,1.45,55
P04128,325,400,Desert,283140000.0,405495840.25,26,37,High,15,1.32,56
P04129,52,132,Desert,14643200.0,16414858.94,19,21,Low,4,1.28,92
P04130,255,765,Desert,270121500.0,361939889.65,20,26,High,4,1.07,84
P04131,89,400,Forest,80527200.0,129508947.14,30,48,High,8,1.16,55
P04132,207,132,Plain,41814000.0,56279382.54,27,36,High,5,1.01,92
P04133,45,220,Desert,19577250.0,22905274.02,28,32,Low,4,1.13,82
P04134,171,220,Hilly,98393400.0,137070633.83,15,20,Medium,12,1.37,94
P04135,240,132,Forest,72384000.0,82124469.78,23,26,Low,18,1.16,70
P04136,198,132,Desert,61419600.0,79237217.12,29,37,High,8,1.41,61
P04137,180,132,Plain,51840000.0,71365266.26,20,27,High,10,1.44,85
P04138,307,765,Hilly,368031600.0,489584874.93,20,26,Low,17,1.11,74
P04139,286,765,Forest,438352200.0,696719812.06,15,23,High,3,1.31,70
P04140,138,765,Desert,198099000.0,251607514.47,21,26,High,11,1.45,73
P04141,164,220,Forest,85813000.0,102155445.26,11,13,Low,13,1.15,69
P04142,66,765,Hilly,99792000.0,165736020.22,22,36,High,5,1.4,91
P04143,34,765,Desert,33996600.0,36564358.04,29,31,Medium,18,1.01,90
P04144,250,132,Desert,63800000.0,60588058.92,10,9,Medium,10,1.16,75
P04145,84,400,Forest,84520800.0,118090802.9,14,19,Low,6,1.29,91
P04146,101,765,Plain,116352000.0,159240330.82,8,10,High,17,1.28,89
P04147,335,132,Plain,85760000.0,96478248.68,28,31,Low,4,1.28,58
P04148,71,220,Desert,31435250.0,48337685.1,30,46,High,3,1.15,71
P04149,350,132,Plain,91700000.0,109739478.29,8,9,Low,5,1.31,86
P04150,228,220,Plain,83790000.0,93060742.52,18,19,High,13,1.05,74
P04151,345,220,Hilly,160839000.0,215645559.97,9,12,High,7,1.11,66
P04152,121,220,Hilly,75213600.0,129478927.26,30,51,Medium,5,1.48,65
P04153,225,132,Hilly,58320000.0,85967284.8,13,19,Low,9,1.08,65
P04154,180,132,Desert,58212000.0,60590409.09,9,9,High,16,1.47,88
P04155,158,220,Plain,70784000.0,77218084.44,11,11,Low,9,1.28,87
P04156,235,132,Plain,67680000.0,72751762.92,8,8,Medium,10,1.44,88
P04157,137,220,Hilly,65020200.0,71549357.78,28,30,Medium,8,1.13,95
P04158,139,220,Forest,68937050.0,76709236.74,28,31,Medium,12,1.09,93
P04159,105,220,Desert,46084500.0,52457845.88,9,10,Medium,14,1.14,69
P04160,321,132,Plain,87954000.0,97969713.98,9,10,Low,18,1.37,63
P04161,168,765,Plain,223776000.0,192636702.69,20,17,Low,17,1.48,82
P04162,39,132,Forest,14297400.0,17959178.01,14,17,Low,12,1.41,67
P04163,57,220,Desert,28747950.0,32994618.73,24,27,Medium,15,1.31,88
P04164,37,220,Hilly,16472400.0,18026182.14,23,25,Low,18,1.06,84
P04165,94,220,Forest,63299600.0,80603837.51,13,16,Medium,10,1.48,89
P04166,174,132,Hilly,47606400.0,65814437.29,18,24,Medium,9,1.14,60
P04167,75,400,Plain,65700000.0,76115045.49,15,17,Low,11,1.46,78
P04168,285,400,Forest,237861000.0,321232714.44,11,14,Medium,3,1.07,79
P04169,284,220,Plain,105364000.0,115257538.3,27,29,Low,18,1.06,79
P04170,282,765,Desert,374101200.0,528363888.51,11,15,High,11,1.34,60
P04171,144,400,Forest,158371200.0,199472127.3,27,34,High,15,1.41,66
P04172,250,132,Plain,55000000.0,57301836.09,14,14,Medium,15,1.1,86
P04173,35,400,Forest,39039000.0,48834257.52,28,35,Low,6,1.43,80
P04174,344,765,Forest,487000800.0,539645017.63,16,17,Low,11,1.21,83
P04175,320,132,Desert,89408000.0,89082630.37,15,14,Low,3,1.27,76
P04176,287,765,Desert,298336500.0,412353123.03,25,34,Medium,16,1.05,63
P04177,188,400,Forest,173035200.0,214040882.33,11,13,Low,4,1.18,70
P04178,54,400,Desert,36709200.0,41967146.0,14,16,High,18,1.03,61
P04179,318,132,Desert,79754400.0,107167540.45,17,22,High,18,1.14,94
P04180,217,132,Desert,63494200.0,77178268.87,24,29,Low,7,1.33,63
P04181,143,220,Hilly,64264200.0,104986781.22,19,31,High,6,1.07,57
P04182,135,132,Forest,49140000.0,61450167.5,27,33,High,13,1.4,73
P04183,234,400,Forest,240926400.0,304038678.69,27,34,High,7,1.32,92
P04184,108,400,Desert,101217600.0,97804546.55,10,9,Low,7,1.42,92
P04185,322,400,Forest,326508000.0,489303700.34,12,17,High,14,1.3,66
P04186,196,132,Forest,70324800.0,104431987.72,25,37,Medium,6,1.38,66
P04187,287,765,Forest,460032300.0,766034482.07,11,18,High,3,1.37,55
P04188,145,765,Desert,180873000.0,229169585.16,22,27,Low,6,1.26,59
P04189,339,400,Forest,301438800.0,412517923.73,18,24,Medium,10,1.14,64
P04190,254,765,Hilly,353872800.0,571552862.74,22,35,Medium,15,1.29,56
P04191,241,400,Forest,204898200.0,328720154.01,13,20,High,15,1.09,61
P04192,81,132,Hilly,28965600.0,36149195.51,11,13,High,10,1.49,63
P04193,326,765,Plain,316872000.0,304850904.5,26,25,Low,11,1.08,61
P04194,60,132,Hilly,20160000.0,29283336.24,18,26,High,9,1.4,63
P04195,99,220,Forest,62162100.0,79553420.21,29,37,Low,13,1.38,55
P04196,286,400,Hilly,267696000.0,354679559.69,15,19,Medium,10,1.3,81
P04197,92,765,Desert,134798400.0,181778177.33,20,26,High,5,1.48,94
P04198,322,132,Plain,77924000.0,86065844.47,27,29,High,13,1.21,78
P04199,104,765,Forest,121680000.0,121160103.98,18,17,Low,14,1.0,77
P04200,284,400,Desert,219304800.0,256962234.19,18,21,Low,11,1.17,59
P04201,72,765,Forest,120463200.0,175349539.92,15,21,High,11,1.43,55
P04202,41,765,Plain,43173000.0,53694126.9,22,27,Low,3,1.17,74
P04203,275,220,Forest,168918750.0,213354874.01,18,22,Medium,12,1.35,90
P04204,179,220,Hilly,87960600.0,109427804.88,26,32,Low,3,1.17,60
P04205,190,220,Hilly,97356000.0,143274042.46,21,30,Low,9,1.22,63
P04206,248,400,Forest,197308800.0,214649260.37,12,13,Low,16,1.02,59
P04207,42,220,Desert,23123100.0,34894068.06,15,22,High,3,1.43,84
P04208,323,400,Plain,220932000.0,241390918.73,21,22,Low,12,1.14,90
P04209,66,765,Desert,95396400.0,124299652.07,14,18,High,12,1.46,66
P04210,276,400,Desert,196732800.0,211342364.81,25,26,High,17,1.08,78
P04211,136,132,Forest,43492800.0,58391812.95,25,33,High,6,1.23,72
P04212,220,400,Plain,162360000.0,211876858.08,26,33,Low,11,1.23,65
P04213,36,765,Forest,59810400.0,72604924.4,20,24,Medium,8,1.42,89
P04214,267,220,Forest,131203800.0,188384821.57,10,14,Low,5,1.08,61
P04215,56,765,Forest,68140800.0,103417496.5,13,19,High,10,1.04,80
P04216,190,400,Forest,160056000.0,234391939.34,27,39,Medium,14,1.08,83
P04217,56,400,Desert,39547200.0,57506200.2,18,26,Low,6,1.07,66
P04218,46,765,Forest,72118800.0,95811601.7,14,18,Low,11,1.34,70
P04219,152,765,Forest,222300000.0,257811602.47,22,25,Low,11,1.25,86
P04220,345,220,Hilly,159390000.0,169396037.38,19,20,Low,7,1.1,83
P04221,345,765,Plain,456435000.0,570787321.73,24,30,Low,5,1.47,71
P04222,128,220,Desert,62092800.0,57788829.0,11,10,Low,11,1.26,75
P04223,47,765,Forest,58289400.0,90923614.57,13,20,Medium,3,1.06,72
P04224,67,400,Hilly,58852800.0,75161561.9,21,26,Low,12,1.22,57
P04225,86,220,Desert,34765500.0,43194906.55,22,27,Medium,12,1.05,71
P04226,109,765,Forest,155586600.0,246427282.26,14,22,High,8,1.22,69
P04227,252,220,Desert,107692200.0,134593903.25,17,21,Medium,17,1.11,87
P04228,238,132,Plain,60452000.0,56922324.94,22,20,Medium,13,1.27,83
P04229,123,400,Forest,102655800.0,127196379.65,9,11,High,10,1.07,93
P04230,108,220,Plain,53676000.0,55802268.62,17,17,Low,10,1.42,75
P04231,116,765,Desert,127472400.0,134824005.57,14,14,Low,3,1.11,88
P04232,127,765,Plain,116586000.0,113694279.85,23,22,Low,15,1.02,92
P04233,39,765,Plain,44928000.0,49898537.33,22,24,High,9,1.28,56
P04234,200,132,Forest,77480000.0,90675756.59,12,14,Medium,11,1.49,92
P04235,166,765,Forest,254428200.0,292273091.94,24,27,High,9,1.31,81
P04236,268,765,Hilly,373377600.0,450531133.52,17,20,Low,11,1.29,88
P04237,31,220,Hilly,18748800.0,30190306.81,26,41,High,14,1.44,56
P04238,53,400,Forest,57049200.0,74798059.19,19,24,Low,18,1.38,86
P04239,109,132,Plain,30084000.0,41369163.38,26,35,High,8,1.38,87
P04240,48,132,Plain,12096000.0,17021305.96,23,32,High,18,1.26,85
P04241,190,220,Desert,94363500.0,134397726.72,18,25,High,8,1.29,72
P04242,42,400,Hilly,35985600.0,47521542.06,13,17,Low,9,1.19,76
P04243,89,400,Desert,78124200.0,114592276.04,23,33,High,14,1.33,62
P04244,305,132,Plain,65880000.0,78624364.54,17,20,Medium,7,1.08,94
P04245,90,765,Hilly,138996000.0,172772599.28,29,36,Low,7,1.43,76
P04246,247,765,Hilly,301438800.0,540359074.59,12,21,High,5,1.13,72
P04247,276,220,Forest,158230800.0,200450813.74,29,36,High,16,1.26,58
P04248,133,400,Plain,93366000.0,112348642.25,14,16,High,12,1.17,86
P04249,315,220,Forest,180589500.0,287825347.88,28,44,Medium,17,1.26,67
P04250,283,220,Plain,104002500.0,130796849.16,23,28,Medium,3,1.05,92
P04251,262,132,Desert,63404000.0,58705088.24,29,26,Low,8,1.1,71
P04252,84,765,Desert,115592400.0,142860098.47,27,33,High,7,1.39,82
P04253,213,132,Desert,49671600.0,59823739.56,11,13,High,18,1.06,61
P04254,159,132,Hilly,48081600.0,79854238.4,16,26,Medium,3,1.26,73
P04255,193,400,Plain,149382000.0,198041610.23,30,39,Medium,14,1.29,67
P04256,208,132,Plain,45760000.0,62702691.82,14,19,High,12,1.1,61
P04257,151,400,Desert,131551200.0,165572839.73,10,12,High,9,1.32,69
P04258,104,400,Plain,80496000.0,93886891.49,25,29,Low,14,1.29,58
P04259,64,220,Hilly,33600000.0,36289455.53,23,24,Low,18,1.25,61
P04260,342,132,Plain,71136000.0,91451556.44,21,26,High,15,1.04,82
P04261,102,765,Desert,133293600.0,168707797.64,29,36,High,3,1.32,82
P04262,140,765,Plain,152460000.0,186548432.85,9,11,Low,13,1.21,69
P04263,77,132,Forest,23623600.0,40488485.14,15,25,High,5,1.18,93
P04264,70,220,Hilly,32634000.0,36188547.17,22,24,Medium,13,1.11,91
P04265,35,400,Hilly,25452000.0,33872229.56,11,14,Medium,14,1.01,55
P04266,45,220,Plain,23310000.0,19830917.27,18,15,Low,15,1.48,95
P04267,276,220,Hilly,143740800.0,166626243.79,24,27,Medium,14,1.24,83
P04268,44,220,Desert,25410000.0,31755153.97,21,26,Medium,5,1.5,62
P04269,270,400,Plain,194400000.0,237922237.84,25,30,Medium,13,1.2,69
P04270,270,132,Plain,69660000.0,62386229.29,9,8,Low,7,1.29,90
P04271,253,220,Plain,111573000.0,129055158.43,9,10,High,13,1.26,68
P04272,193,400,Desert,137570400.0,187762970.95,22,30,High,10,1.08,65
P04273,314,765,Desert,388575000.0,421158184.5,18,19,Low,3,1.25,91
P04274,140,220,Desert,70070000.0,89576801.16,29,37,Medium,13,1.3,77
P04275,274,132,Plain,59184000.0,76934138.05,24,31,Medium,3,1.08,94
P04276,63,765,Desert,87318000.0,102849010.8,17,20,High,15,1.4,86
P04277,32,765,Plain,37728000.0,34642604.21,10,9,Low,12,1.31,85
P04278,277,765,Hilly,323092800.0,456855989.22,26,36,Low,6,1.08,74
P04279,104,765,Hilly,166233600.0,205319548.17,12,14,Low,10,1.48,69
P04280,65,765,Plain,84825000.0,75590651.25,11,9,Low,7,1.45,81
P04281,324,400,Desert,320760000.0,424351689.09,24,31,High,17,1.5,75
P04282,102,132,Hilly,36230400.0,42566905.03,9,10,Low,9,1.48,61
P04283,331,765,Forest,542178000.0,665152888.08,20,24,Low,18,1.4,95
P04284,145,400,Hilly,131544000.0,194530311.09,13,19,High,11,1.26,95
P04285,300,132,Hilly,95040000.0,120158607.42,8,10,Low,4,1.32,58
P04286,201,132,Forest,76299600.0,95118772.0,20,24,High,8,1.46,94
P04287,174,400,Hilly,157852800.0,248968248.15,12,18,High,13,1.26,74
P04288,225,132,Plain,61650000.0,74443596.9,8,9,Medium,4,1.37,67
P04289,334,765,Hilly,458114400.0,670550446.04,24,35,Medium,13,1.27,57
P04290,56,765,Plain,51912000.0,53478469.04,29,29,Low,18,1.03,75
P04291,48,220,Forest,31886400.0,38877058.73,30,36,Medium,8,1.46,63
P04292,42,765,Forest,61425000.0,97585824.37,23,36,High,5,1.25,87
P04293,169,765,Forest,237276000.0,345104368.54,19,27,Medium,18,1.2,74
P04294,278,220,Hilly,165799200.0,186566156.66,8,9,Low,13,1.42,79
P04295,81,132,Hilly,26827200.0,42682603.38,30,47,High,16,1.38,66
P04296,255,765,Hilly,352512000.0,436167337.04,17,21,Medium,11,1.28,89
P04297,42,132,Forest,16270800.0,16601611.01,23,23,Low,17,1.49,75
P04298,182,220,Desert,95295200.0,124051192.29,14,18,High,7,1.36,73
P04299,166,220,Hilly,98305200.0,98429055.95,26,26,Low,8,1.41,72
P04300,138,400,Desert,106563600.0,106848031.15,29,29,Medium,7,1.17,76
